ID,gender,employment,income,density,VMT
8615,Male,Employed,44475,8318,23.8
8616,Male,Employed,57609,8893,24.8
8617,Female,Employed,27846,11194,18.8
8618,Male,Employed,88886,12607,25.9
8619,Male,Not in labor force,13060,8979,17.7
8620,Male,Employed,52274,8233,25
8621,Female,Not in labor force,11003,10444,14.5
8622,Male,Employed,43811,6921,24.8
8623,Male,Unemployed,17611,8162,19.6
8624,Male,Employed,42742,9493,23.8
8625,Male,Employed,79239,14157,25.3
8626,Female,Employed,104465,11497,23.6
8627,Female,Employed,44281,6162,21.6
8628,Male,Not in labor force,25793,16539,18.9
8629,Female,Unemployed,29108,9535,17.6
8630,Male,Employed,78478,12019,25.3
8631,Female,Not in labor force,11899,12434,14.4
8632,Female,Not in labor force,30794,4204,18.4
8633,Female,Not in labor force,16428,7212,16.4
8634,Female,Employed,23001,11816,18.9
8635,Male,Not in labor force,64263,11121,22.9
8636,Female,Employed,62964,11372,22.2
8637,Female,Not in labor force,5023,12155,11.5
8638,Female,Employed,56096,8515,21.8
8639,Male,Employed,24949,9556,22.3
8640,Female,Unemployed,21131,9774,16.8
8641,Female,Not in labor force,25818,9446,17.2
8642,Male,Employed,56113,10326,24.7
8643,Female,Employed,45693,9693,21.5
8644,Female,Employed,19784,9719,18.2
8645,Male,Unemployed,29796,6166,21.2
8646,Female,Not in labor force,16297,9160,15.4
8647,Male,Employed,61629,7348,25.9
8648,Male,Employed,143043,15192,27
8649,Female,Not in labor force,24464,10720,17.2
8650,Female,Not in labor force,15101,4453,17.1
8651,Female,Not in labor force,19630,13291,15.7
8652,Female,Employed,92560,11411,23.4
8653,Female,Employed,20100,12677,18.2
8654,Female,Employed,32777,11488,19.4
8655,Female,Not in labor force,59041,10875,20.1
8656,Female,Employed,33543,11759,20.1
8657,Male,Employed,99696,10306,26.2
8658,Female,Employed,104399,11463,24.1
8659,Female,Employed,45112,8544,21.4
8660,Female,Not in labor force,15531,9113,15.4
8661,Female,Employed,38156,8557,21.3
8662,Female,Employed,103876,11773,23.6
8663,Female,Employed,26066,9054,19.6
8664,Female,Not in labor force,8795,10533,13.7
8665,Female,Not in labor force,13309,13216,14.2
8666,Female,Not in labor force,57820,10145,20.1
8667,Female,Employed,33302,12937,19.6
8668,Male,Employed,46873,10975,23.9
8669,Female,Not in labor force,58408,8262,20.2
8670,Male,Employed,78768,9565,26.2
8671,Female,Not in labor force,12602,7649,15.6
8672,Male,Employed,67174,15562,24.6
8673,Female,Not in labor force,13325,10876,14.8
8674,Female,Not in labor force,17844,9623,16
8675,Female,Employed,66554,10385,22.7
8676,Female,Employed,18837,13458,17.5
8677,Female,Employed,37864,5462,21.2
8678,Female,Employed,52055,11986,21.1
8679,Female,Not in labor force,13058,6759,15.7
8680,Male,Employed,106056,7729,27.4
8681,Non-binary,Not in labor force,15541,11478,15.3
8682,Female,Employed,52443,11040,21.6
8683,Female,Not in labor force,27206,14244,17.2
8684,Female,Employed,77386,9247,23.2
8685,Male,Employed,48012,10161,24.3
8686,Male,Employed,29329,10012,22.7
8687,Female,Employed,34065,8729,20.1
8688,Male,Not in labor force,37175,11503,20.9
8689,Female,Not in labor force,31998,9436,17.8
8690,Male,Employed,32604,10632,22.6
8691,Male,Employed,61727,12420,24.7
8692,Non-binary,Employed,34390,10894,20
8693,Male,Employed,91726,10550,26
8694,Male,Employed,42571,9329,24
8695,Female,Not in labor force,21375,12000,16
8696,Male,Employed,54960,9501,24.8
8697,Male,Employed,34865,11478,23
8698,Female,Not in labor force,20234,9225,16.5
8699,Female,Not in labor force,25437,11377,16.7
8700,Male,Employed,51159,13157,23.8
8701,Male,Employed,80014,10959,25.6
8702,Female,Employed,35240,7494,20.9
8703,Female,Not in labor force,16965,10919,15.4
8704,Female,Employed,29097,7805,20.2
8705,Male,Employed,77028,9871,25.9
8706,Male,Employed,107687,9363,26.7
8707,Male,Employed,64946,7065,25.8
8708,Male,Employed,72435,9421,26
8709,Female,Employed,32178,9879,20
8710,Male,Employed,70399,10157,25.5
8711,Female,Employed,51627,6562,22.3
8712,Female,Not in labor force,22037,7203,17.2
8713,Female,Employed,8740,11032,15.4
8714,Female,Not in labor force,84346,6404,21.1
8715,Female,Unemployed,11763,6861,15.7
8716,Female,Not in labor force,28061,4349,18.4
8717,Female,Not in labor force,18774,11821,16.3
8718,Male,Employed,34568,12650,22.5
8719,Male,Not in labor force,70324,13609,22.6
8720,Male,Employed,74934,6818,25.9
8721,Male,Not in labor force,40896,10106,21.5
8722,Male,Not in labor force,24832,13283,19.3
8723,Female,Unemployed,31093,8282,18.3
8724,Female,Not in labor force,20875,12009,16.2
8725,Male,Employed,37369,9782,23.3
8726,Male,Unemployed,34791,12412,20.7
8727,Male,Employed,49254,10495,24.5
8728,Female,Employed,35023,12244,19.5
8729,Female,Not in labor force,14669,8816,15.6
8730,Male,Not in labor force,47949,7458,22.7
8731,Male,Not in labor force,47913,10475,21.8
8732,Female,Employed,65377,7677,22.8
8733,Female,Employed,17559,4683,18.9
8734,Male,Not in labor force,35205,10463,20.7
8735,Female,Employed,54847,13169,21.6
8736,Male,Employed,68659,11824,25.1
8737,Male,Employed,69058,7986,25.7
8738,Male,Not in labor force,29259,9092,20.8
8739,Male,Not in labor force,28969,5485,21.5
8740,Female,Not in labor force,18387,15216,15.1
8741,Female,Not in labor force,28037,6026,18.1
8742,Male,Unemployed,39112,13820,21.1
8743,Female,Not in labor force,13899,9075,14.8
8744,Male,Unemployed,40452,11530,21.4
8745,Female,Not in labor force,59754,12556,19.6
8746,Female,Not in labor force,29734,10946,17.4
8747,Male,Employed,57853,11792,24.4
8748,Female,Unemployed,45226,12555,18.7
8749,Male,Employed,45704,12826,23.9
8750,Male,Employed,56544,12636,24.8
8751,Male,Employed,37460,9434,23.6
8752,Female,Not in labor force,23485,12032,16.6
8753,Female,Employed,39314,9946,20.8
8754,Female,Not in labor force,44947,10756,18.9
8755,Female,Not in labor force,24349,11153,16.8
8756,Female,Not in labor force,37851,7155,19
8757,Female,Not in labor force,51255,11030,19.4
8758,Male,Employed,89849,11018,26.3
8759,Male,Employed,220088,10024,29.3
8760,Female,Not in labor force,45226,11962,18.7
8761,Female,Employed,50047,10667,21.2
8762,Female,Employed,29825,9940,19.8
8763,Male,Not in labor force,27073,10700,19.9
8764,Female,Not in labor force,25712,4172,18.7
8765,Male,Employed,102620,13504,26.4
8766,Male,Employed,51105,9901,24.4
8767,Male,Employed,2606,8393,15.1
8768,Female,Not in labor force,33665,10617,18.2
8769,Male,Employed,39310,10267,23.6
8770,Male,Employed,64155,12381,24.2
8771,Female,Not in labor force,17721,7107,16.7
8772,Male,Employed,133823,17026,27.1
8773,Female,Not in labor force,23660,12940,16.4
8774,Female,Employed,41477,3381,22.2
8775,Female,Employed,77847,6701,23.1
8776,Male,Employed,68040,16144,24.5
8777,Male,Employed,44434,11414,23.7
8778,Female,Not in labor force,13035,10061,14.5
8779,Male,Employed,43063,8525,24.2
8780,Female,Employed,54102,5786,22.4
8781,Male,Employed,33613,9877,22.4
8782,Female,Employed,92579,10779,23.5
8783,Male,Not in labor force,21558,8866,19.7
8784,Female,Employed,21634,9902,18.6
8785,Male,Employed,58060,11956,24.4
8786,Male,Employed,89291,9431,26.2
8787,Female,Not in labor force,45079,5937,20.1
8788,Female,Employed,52974,8635,22
8789,Female,Not in labor force,13058,9394,15.1
8790,Female,Employed,28039,11895,19.1
8791,Male,Employed,89169,10627,26.5
8792,Male,Employed,64987,12740,25.1
8793,Female,Not in labor force,25522,12213,17.2
8794,Female,Unemployed,21879,6822,17.1
8795,Female,Not in labor force,17774,12690,15.8
8796,Female,Employed,52455,12829,21
8797,Male,Not in labor force,35048,16418,20.5
8798,Female,Employed,79613,8954,23.6
8799,Female,Employed,71645,7438,23.2
8800,Female,Employed,48370,8218,21.7
8801,Female,Unemployed,17911,12183,16.1
8802,Male,Employed,66873,4615,26.6
8803,Male,Employed,58757,7399,25
8804,Female,Employed,23671,11095,18.4
8805,Male,Employed,51954,6060,25.5
8806,Female,Employed,55886,10259,21.6
8807,Female,Employed,58225,8104,22.4
8808,Male,Employed,30381,11782,22.3
8809,Male,Not in labor force,24126,15807,19
8810,Male,Employed,113358,9479,27.3
8811,Male,Employed,43228,12159,23.4
8812,Female,Employed,61993,8095,22
8813,Female,Employed,90633,13525,22.9
8814,Male,Employed,53225,10810,24.6
8815,Female,Employed,23404,10872,18.6
8816,Male,Employed,36365,9565,23.5
8817,Female,Employed,48099,13605,20.9
8818,Female,Not in labor force,17208,12402,15.5
8819,Female,Employed,124672,12682,23.8
8820,Female,Employed,33195,7749,20.3
8821,Female,Employed,47062,4354,22.8
8822,Female,Employed,19787,13040,17.8
8823,Female,Not in labor force,12554,9646,15
8824,Female,Employed,43633,7642,21.2
8825,Female,Employed,37462,4940,21.6
8826,Male,Employed,44734,12801,23.7
8827,Female,Not in labor force,25924,10590,17.2
8828,Female,Employed,28990,10627,19.5
8829,Female,Employed,28874,12527,18.8
8830,Male,Employed,47604,11966,23.7
8831,Female,Unemployed,14189,8723,15.4
8832,Female,Employed,63591,11292,22.5
8833,Female,Employed,32875,13633,19.5
8834,Female,Employed,34686,9960,20.3
8835,Male,Employed,67017,9840,25.3
8836,Male,Employed,34961,9990,23.3
8837,Female,Not in labor force,70154,11267,20.7
8838,Male,Employed,61958,5774,26.2
8839,Female,Not in labor force,17355,13530,15.5
8840,Female,Employed,36707,9703,20.4
8841,Male,Employed,64397,10732,25.1
8842,Male,Employed,54907,6765,25.4
8843,Male,Not in labor force,20536,9421,19.5
8844,Female,Not in labor force,23419,10378,16.9
8845,Female,Not in labor force,26806,6962,18
8846,Female,Employed,38155,14115,19.7
8847,Female,Employed,34998,11023,20
8848,Female,Not in labor force,30161,9351,18.3
8849,Male,Employed,68075,6940,25.9
8850,Female,Employed,40730,10337,20.7
8851,Female,Employed,70618,8495,22.5
8852,Female,Not in labor force,21621,12640,16.1
8853,Male,Employed,87665,6230,27.1
8854,Male,Employed,48384,11838,23.5
8855,Male,Not in labor force,30471,9288,20.4
8856,Male,Unemployed,13453,5095,18.9
8857,Male,Employed,65396,8338,25.1
8858,Male,Not in labor force,57822,10648,22.6
8859,Female,Unemployed,14240,12561,14.9
8860,Female,Employed,26876,8428,20.1
8861,Male,Employed,48851,10168,24.1
8862,Female,Employed,78714,11994,22.4
8863,Female,Employed,39512,12089,20.4
8864,Male,Employed,17130,8390,21.2
8865,Female,Not in labor force,20509,9771,16.4
8866,Male,Employed,67637,8528,25.7
8867,Female,Not in labor force,11136,11689,14.2
8868,Female,Employed,37967,10123,20
8869,Female,Employed,40686,12701,20.9
8870,Male,Employed,69833,9330,25.9
8871,Male,Employed,76900,6689,26.2
8872,Male,Employed,25890,10105,21.9
8873,Female,Not in labor force,62959,11726,19.8
8874,Female,Not in labor force,15830,6825,16.4
8875,Male,Employed,346267,12252,30.5
8876,Female,Unemployed,13892,10243,14.9
8877,Female,Unemployed,8724,10091,14.1
8878,Female,Employed,58367,7269,22.5
8879,Male,Not in labor force,36553,7865,21.6
8880,Male,Employed,116718,11269,26.8
8881,Female,Employed,70141,9651,22
8882,Female,Not in labor force,53912,11633,19.3
8883,Male,Employed,92158,10201,26.1
8884,Male,Employed,46194,8769,24.4
8885,Male,Employed,91993,9125,26.4
8886,Female,Employed,52690,8830,21.7
8887,Female,Not in labor force,33760,9885,18.1
8888,Male,Unemployed,28509,10060,20.5
8889,Male,Employed,36621,12924,22.8
8890,Female,Unemployed,33010,8820,18.5
8891,Female,Not in labor force,14059,13218,15.1
8892,Female,Employed,32602,13880,19.4
8893,Female,Not in labor force,9061,11242,13.2
8894,Male,Not in labor force,68687,11266,22.6
8895,Female,Employed,44705,7204,21.5
8896,Female,Not in labor force,20915,11384,16.4
8897,Female,Employed,35898,17001,19.4
8898,Male,Employed,34703,8515,23.3
8899,Female,Employed,40269,11345,20.4
8900,Female,Employed,79439,6536,23.3
8901,Female,Employed,23299,10434,18.9
8902,Female,Employed,109942,9724,24.2
8903,Female,Employed,64486,7279,23.1
8904,Female,Employed,48888,11301,21.3
8905,Male,Employed,108148,12925,26
8906,Female,Unemployed,12723,13219,14.7
8907,Female,Not in labor force,23150,10679,16.7
8908,Male,Employed,34929,12256,23
8909,Female,Not in labor force,26172,6113,18.3
8910,Female,Unemployed,27980,8243,17.8
8911,Female,Not in labor force,18716,10801,16
8912,Male,Employed,56095,8654,25.1
8913,Female,Employed,80862,15216,22.4
8914,Male,Employed,76746,6591,26.5
8915,Male,Employed,30705,8992,22.5
8916,Female,Unemployed,22041,10732,16.9
8917,Female,Not in labor force,18452,8259,16
8918,Female,Not in labor force,16672,10574,15.8
8919,Female,Employed,29604,3520,21.3
8920,Female,Not in labor force,19945,14255,15.9
8921,Female,Employed,9451,16119,15.6
8922,Male,Employed,126410,5431,28.5
8923,Female,Employed,46644,11502,21.5
8924,Male,Employed,62800,11432,24.7
8925,Male,Employed,152260,8395,28.1
8926,Female,Not in labor force,37021,10826,17.4
8927,Male,Not in labor force,25570,10158,20.2
8928,Male,Not in labor force,31050,11596,20.4
8929,Female,Not in labor force,27583,15596,16.5
8930,Female,Employed,37585,13618,20.4
8931,Female,Not in labor force,17878,6928,16.6
8932,Male,Employed,242838,10817,29.6
8933,Female,Employed,62012,12260,22.1
8934,Female,Employed,46166,9401,21.3
8935,Female,Not in labor force,45154,9119,19.2
8936,Female,Employed,79087,10824,22.4
8937,Male,Employed,108972,10384,26.6
8938,Female,Not in labor force,27688,10439,17.3
8939,Female,Not in labor force,27585,9333,17.4
8940,Female,Employed,51281,10494,21.5
8941,Female,Not in labor force,37681,9307,18.5
8942,Female,Not in labor force,29368,4146,19
8943,Female,Not in labor force,13174,13038,14.8
8944,Female,Not in labor force,9410,9871,13.8
8945,Female,Not in labor force,30833,8798,18
8946,Female,Employed,54019,15700,21.4
8947,Female,Employed,50088,8393,21.9
8948,Male,Employed,71602,14911,24.9
8949,Male,Employed,15449,7933,20.9
8950,Female,Employed,35957,13502,20.2
8951,Male,Employed,22363,7607,22
8952,Female,Employed,65734,10731,21.6
8953,Female,Employed,77229,5267,23.9
8954,Female,Employed,53949,11182,21.5
8955,Male,Employed,88540,10339,26.3
8956,Male,Employed,38327,12819,22.7
8957,Female,Unemployed,12059,7818,14.8
8958,Female,Employed,44043,12174,20.9
8959,Male,Employed,28188,5615,23.2
8960,Male,Unemployed,26568,8172,20.3
8961,Male,Employed,46261,14151,23.8
8962,Male,Employed,105618,12698,26.4
8963,Male,Employed,210178,7294,29.6
8964,Female,Employed,33550,6574,20.9
8965,Female,Employed,22501,10568,18.4
8966,Female,Employed,38499,11241,20.4
8967,Male,Employed,23339,10285,21.8
8968,Female,Not in labor force,15957,9733,15.7
8969,Female,Not in labor force,44690,10523,19
8970,Male,Employed,76870,12324,25.4
8971,Male,Unemployed,29972,10732,20.7
8972,Female,Not in labor force,62457,12098,19.8
8973,Male,Employed,41833,5679,24.4
8974,Male,Not in labor force,10276,11028,16.5
8975,Male,Employed,51056,4292,25.3
8976,Male,Employed,66166,9478,25.1
8977,Female,Employed,26812,8934,19.4
8978,Female,Employed,31194,9757,19.7
8979,Female,Employed,105011,8990,24.3
8980,Female,Not in labor force,15505,10536,15.3
8981,Male,Employed,25492,13394,21.7
8982,Female,Not in labor force,15753,8341,15.9
8983,Male,Employed,82555,9917,25.8
8984,Female,Employed,45636,11454,20.9
8985,Female,Employed,21082,10868,18.4
8986,Male,Employed,71998,10070,25.4
8987,Male,Employed,53482,15436,24.1
8988,Female,Not in labor force,26705,8694,17.4
8989,Female,Not in labor force,20181,12836,16.1
8990,Female,Employed,107867,8512,24.2
8991,Male,Employed,51370,8464,24.9
8992,Female,Employed,29007,9889,19.7
8993,Male,Unemployed,21071,3609,21.1
8994,Male,Employed,93392,12066,25.9
8995,Female,Employed,21857,8907,18.8
8996,Male,Not in labor force,53108,7650,22.7
8997,Male,Employed,51135,8416,24.4
8998,Male,Not in labor force,47007,13051,21.5
8999,Male,Employed,100411,13234,26.4
9000,Male,Employed,51952,12123,24
9001,Female,Not in labor force,8783,8731,13.8
9002,Male,Unemployed,14475,7523,18.8
9003,Female,Not in labor force,36205,9858,18.6
9004,Female,Employed,80753,11962,22.5
9005,Female,Not in labor force,14673,13494,14.8
9006,Male,Not in labor force,22341,8871,19.4
9007,Female,Employed,52958,8806,22.1
9008,Female,Employed,69962,6862,22.8
9009,Female,Not in labor force,29619,8694,17.9
9010,Female,Employed,19241,5472,19.4
9011,Male,Employed,163587,11415,27.8
9012,Female,Employed,40960,8541,21.2
9013,Female,Unemployed,22296,11501,16.6
9014,Male,Not in labor force,40416,6856,22.6
9015,Female,Not in labor force,40533,8805,19.3
9016,Female,Employed,35670,6159,20.9
9017,Female,Not in labor force,16501,9561,15.6
9018,Female,Employed,26331,12867,19
9019,Female,Employed,64424,10551,22.3
9020,Female,Not in labor force,17122,13280,15.8
9021,Male,Not in labor force,20543,4631,20.5
9022,Female,Not in labor force,60579,4625,20.9
9023,Female,Not in labor force,25156,13932,16.6
9024,Female,Employed,58972,13091,22.1
9025,Female,Not in labor force,39772,12622,18.2
9026,Female,Not in labor force,28832,7267,18.4
9027,Male,Unemployed,13936,7280,18.6
9028,Male,Employed,64696,10322,25
9029,Male,Employed,26965,9890,21.9
9030,Female,Not in labor force,25567,9889,17.2
9031,Male,Employed,94274,10528,25.9
9032,Male,Employed,57629,4604,26
9033,Female,Employed,59092,13309,22
9034,Female,Not in labor force,21321,12563,16.2
9035,Female,Employed,31758,15580,19.5
9036,Male,Employed,109935,9156,27.3
9037,Male,Employed,107704,3172,28.4
9038,Male,Employed,21109,12094,20.6
9039,Female,Not in labor force,17635,12553,15.5
9040,Female,Employed,19825,5100,19.3
9041,Female,Employed,105481,5848,24.6
9042,Male,Employed,46657,12790,23.9
9043,Female,Unemployed,52866,8584,20.6
9044,Male,Employed,102516,10671,26.5
9045,Female,Not in labor force,15156,10366,15.2
9046,Male,Employed,73033,9388,26
9047,Female,Employed,21034,10346,18.4
9048,Female,Not in labor force,24392,11163,16.6
9049,Female,Not in labor force,41027,7263,19.5
9050,Female,Employed,43556,7911,21.2
9051,Female,Employed,25468,7571,19.6
9052,Male,Not in labor force,18073,13277,18.5
9053,Female,Not in labor force,22328,11151,16.4
9054,Male,Employed,90066,12306,26.3
9055,Male,Employed,108835,10702,26.5
9056,Female,Not in labor force,26763,10960,17.2
9057,Female,Employed,8911,3408,17.7
9058,Female,Employed,40555,7941,21.5
9059,Male,Employed,92289,8322,26.5
9060,Female,Employed,13151,11562,16.7
9061,Male,Employed,18973,14896,20.6
9062,Female,Not in labor force,54245,10821,19.4
9063,Male,Employed,69058,8007,26
9064,Male,Employed,125457,13691,27.1
9065,Male,Not in labor force,22071,8991,19.9
9066,Male,Employed,43760,5486,25
9067,Male,Employed,45078,11598,24
9068,Male,Not in labor force,26976,12239,20.1
9069,Male,Employed,23433,9601,22.2
9070,Male,Not in labor force,31094,9176,21.2
9071,Male,Employed,40925,7635,24.2
9072,Female,Employed,61741,12811,21.8
9073,Male,Employed,47407,7247,24.8
9074,Female,Employed,45522,6206,21.9
9075,Female,Employed,40580,8996,21
9076,Female,Not in labor force,24884,13050,15.9
